,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
0,0.08115507,-0.096066274,0.1583565,-0.12523928,0.10341427,0.17453274,-0.31075177,0.110099345,-0.04702387,-0.17860185,-0.120851845,-0.32821977,0.26642698,-0.124118865,0.10227085,0.4245793,-0.20200111,0.09753939,0.030015534,0.41981772,0.13094409,0.4201236,0.30849296,0.0049986616,-0.020630747,-0.21119222,0.3804026,0.016540196,0.11128749,0.074080214,0.02005371,-0.19847172,-0.26804033,0.13986945,-0.14927796,0.0345041,0.1563061,0.46632493,0.08769877,-0.022485837,-0.017305065,0.3625774,-0.22073023,0.1291756,-0.0263404,-0.096999094,-0.2347507,0.2523007,-0.078589216,0.10507729,0.046227798,-0.08885999,0.10654593,0.33964,-0.22399116,0.24148482,0.009680866,0.12789828,-0.15048034,0.2661981,0.013569063,-0.19693998,0.22115213,0.24327336,0.23682746,-0.2708719,-0.19413951,-0.12186568,0.083403036,-0.06430323,0.1371412,0.27349317,0.66236234,-0.18016566,-0.20880538,-0.16529766,-0.19102798,0.2621853,-0.2772933,-0.27452236,-0.17103675,-0.0883998,0.39271334,-0.18358488,-0.1485054,0.4274631,0.22325212,0.012205885,-0.04568129,-0.23053159,-0.04733327,0.3617673,-0.19350415,0.14574866,0.5169824,0.3099287,-0.049813073,0.07233508,0.26009133,-0.027273182,-0.37835297,0.29338148,-0.2874045,0.37289265,0.028230818,-0.03725287,-0.042734597,0.23279881,-0.005499414,-0.18760484,-0.0006751305,0.06909486,-0.13346025,0.107043505,0.15374477,0.109858334,-0.31391707,0.27672043,0.098143086,-0.13419506,-0.061397236,-0.16575553,0.11233235,-0.13285844,-0.1532247,-0.05115364,0.00034544177,-0.27917847
1,-0.26899976,0.19373041,-0.39932272,0.120615326,0.098371424,0.06622534,0.44106427,0.038675554,0.2276939,-0.10083487,0.23656894,-0.050189864,0.10807168,-0.19138141,0.19631457,0.32603925,-0.24305806,0.20727941,-0.009909961,0.32411364,-0.06377928,-0.022988202,-0.118526354,0.014276447,0.35735354,-0.2624436,0.06950759,0.023225168,0.014652598,-0.1961278,-0.023283785,0.23464635,-0.06614234,0.11883495,0.20428409,0.06852042,0.18146437,0.10945783,-0.09571767,0.08044175,-0.0918523,0.30799875,-0.05901677,0.057961736,-0.17426845,-0.19644104,-0.33703738,-0.08728269,0.11248397,0.066753924,0.33063987,-0.044682253,0.16614594,0.06927292,-0.28719586,0.24378105,0.20969604,-0.04440228,-0.14635423,0.39615595,0.084530525,-0.02028594,0.33226645,0.29100406,0.07549169,-0.060568605,-0.06881363,-0.2659975,0.08496492,0.09180307,0.21209545,-0.43433484,0.44597185,-0.09002037,-0.14578238,-0.12552603,-0.07021707,-0.15759824,0.08807579,0.019871002,-0.17970386,-0.032071907,-0.11504975,-0.083335966,0.077805266,0.05676311,0.099874005,0.2407282,0.24634452,-0.1748199,0.11758115,0.30541396,-0.1674193,-0.05602067,0.11353224,0.4921172,-0.2911041,-0.46569392,0.21754086,-0.117400125,-0.26304054,0.44583243,0.12504482,0.37542158,-0.1035481,0.078044794,-0.025562558,-0.09225235,0.021032035,0.015019682,-0.06732164,-0.014532838,-0.06905836,-0.2520802,-0.089230984,0.2923603,-0.18976922,-0.10580214,-0.026264697,0.08269837,-0.3223555,-0.31332135,-0.026714662,0.034481652,-0.14545378,-0.028732343,-0.2598877,0.0011345071
2,0.28944603,-0.13159522,0.09055935,-0.14202294,0.099615686,-0.046460215,0.13583198,-0.0015718925,-0.0686022,0.12668078,-0.058843154,-0.01166125,-0.4184919,0.086424895,0.029580167,0.21542582,-0.15111604,-0.046582583,-0.120661534,0.32298794,0.23009083,-0.042383514,-0.25648203,-0.09438785,0.12484307,0.11781512,-0.068985105,0.42977265,-0.06028034,0.013512344,-0.24868457,0.0016372012,0.11466797,0.13257657,-0.2079255,0.09543318,0.17901184,0.058210135,0.13387357,0.021858282,0.2059323,0.046460863,-0.15705708,-0.08278172,-0.06574691,0.012143801,0.1987127,0.0729417,-0.046819646,-0.00674389,0.15783554,-0.10158509,-0.34966132,0.095907524,-0.0348192,0.054610573,0.42362937,-0.1800599,0.033567566,-0.2669162,-0.17552096,0.020515423,-0.083687805,-0.022324007,-0.44218364,0.048371404,-0.057548035,-0.2205379,-0.1047314,0.010919097,-0.3101884,0.19092476,0.25311804,-0.2199915,0.086695455,0.09878132,0.21892752,0.14727159,0.06788492,-0.22740987,-0.072906,-0.15372181,0.18161578,-0.2117679,-0.1520617,-0.05670494,-0.091875024,0.16207092,-0.30474502,-0.0914178,0.14451995,-0.08001513,0.07649549,-0.14789917,0.101846345,0.2876286,0.18512715,0.2175613,-0.016193887,0.23326893,0.032715917,0.14281394,-0.030771548,0.10033314,0.36210048,0.12034017,0.24182223,0.019320454,0.09597883,0.008657756,0.012946693,0.025691146,-0.0115910685,0.14167404,0.09432416,0.3604124,-0.12762628,0.020773834,0.13395499,-0.040687498,0.17800148,0.10234087,-0.06377199,0.22802237,0.023243856,-0.38553867,-0.0017535473,-0.12804538
3,0.28351793,-0.06738179,0.23846833,-0.009428661,0.045211196,-0.1738358,0.24976814,0.25160906,0.25754222,0.07928586,-0.09856321,-0.33256543,-0.41102695,-0.1053454,-0.07034438,0.07162104,0.18703455,0.018517783,0.06751759,0.5131775,0.094866335,0.17812665,-0.26503578,-0.2053949,0.2313127,0.08852869,-0.13800143,0.16311064,0.18890202,0.032087013,-0.12591484,0.052893054,0.07060317,0.08086247,-0.20200011,-0.064185,0.20391436,0.038916025,0.045882735,0.14301722,-0.11077203,0.04615904,-0.2433969,0.011509991,0.13015385,-0.077224985,0.20791423,0.21989997,-0.09055281,0.102332525,0.34144515,-0.011097479,-0.20646721,-0.19485557,-0.2620636,0.096241266,0.3316672,-0.09932946,0.10052473,-0.18661462,-0.09228873,-0.04194901,-0.0626836,0.0598099,-0.45458856,-0.08935137,0.08858781,-0.18075876,-0.12893431,-0.08761828,0.07029009,-0.05817469,-0.034861386,-0.115906015,0.0770038,0.065820284,0.28067145,0.26631102,-0.07378378,-0.25260484,-0.19549337,-0.07923255,0.1436808,-0.27080435,0.10477242,-0.052585952,0.122643426,0.12741357,-0.196442,0.016661039,0.1464392,-0.083755985,0.14178208,0.011165336,0.059572514,0.22562912,0.12071731,-0.08856556,0.1046399,0.2569676,0.07755958,0.10047466,-0.067193285,0.016886864,0.35647112,-0.085874856,0.026023459,0.053954467,0.2988629,0.2132654,0.09706573,0.022015104,0.0727532,0.22395334,0.1275639,0.2605831,-0.17101447,-0.1785955,0.09898249,-0.12584348,0.07149867,0.24545911,0.0667699,0.14801621,-0.026502378,-0.09125552,-0.15731552,-0.22887132
4,0.2374332,0.053164184,0.060944967,-0.010528359,0.062884845,-0.10044578,-0.037251018,0.1979549,-0.11519873,0.22930862,-0.021080058,-0.21135382,-0.21884938,-0.13732685,0.20278563,0.32086316,-0.008978957,0.16113998,0.040627934,0.434986,0.049461406,-0.027169649,-0.41018745,-0.11731523,0.1946795,0.081940874,0.034476813,0.49579707,0.057805628,0.07503031,0.05422175,-0.001925756,0.121879235,-0.06986931,0.15227877,-0.05420763,0.18827364,0.13466272,0.03381925,-0.019134106,-0.0057054902,0.02379912,0.008117648,-0.043880492,0.055024873,-0.08243168,0.26128998,0.10255542,-0.11059111,-0.12060552,0.172385,-0.10647072,-0.2645382,-0.16132648,-0.22771382,-0.019514926,0.405537,-0.18893085,-0.07917762,-0.30991393,-0.024420697,-0.043031923,0.0042162323,0.044368632,-0.25584346,-0.051902093,-0.03044392,-0.44205537,0.008829397,0.03597598,-0.040922567,0.06480439,0.042802017,-0.0120598525,0.06645658,0.11281682,0.28434387,0.07110681,-0.16952258,-0.29355824,0.026099708,-0.0071778586,0.2591409,-0.50953597,0.028765464,-0.034875125,0.039518673,0.084042065,-0.033102192,-0.09187806,0.30966935,-0.14131047,0.26200584,-0.0871173,0.3806111,0.072319,0.28223696,-0.057350025,0.1160978,0.08897757,0.052221324,-0.0032807842,-0.16203481,0.028668422,0.26244274,-0.17230944,0.06394272,-0.011411831,0.2013231,0.15194662,0.025294479,-0.04151062,0.08798924,-0.027348947,0.09434466,0.2052177,-0.19986777,0.2583458,0.067798875,0.0027301044,0.22622019,0.08032756,-0.14883873,0.04497317,-0.006982959,-0.31861874,-0.07671133,-0.029872388
5,-0.010497429,0.19369157,0.13664824,-0.17967312,0.15349248,-0.2581343,0.042659484,0.16884123,0.10184102,-0.14508472,-0.29928762,-0.105423644,-0.1353966,-0.026214655,0.36744678,-0.22454822,0.10201724,0.0762908,-0.052619696,0.46859947,0.15172267,-0.44987252,0.06545995,-0.11592474,0.5076875,0.12075624,0.0009667103,0.19422174,-0.03963828,-0.27341658,0.13617608,0.19327655,-0.05353131,0.11846781,0.14275435,-0.055468876,-0.17064284,-0.05265924,0.2123679,0.20941369,0.10315365,0.109195754,-0.09870927,-0.16008048,-0.2162674,-0.0331075,-0.09238196,0.16438486,-0.06198296,-0.024436336,0.16664438,0.3509349,-0.120660774,0.09921493,-0.17173134,0.38908428,0.23564996,0.16581728,0.019160911,-0.23974897,-0.22380473,-0.00047585915,0.23114456,0.019719275,-0.26922405,0.1357542,0.17671427,-0.13534883,-0.006124487,0.115475304,-0.13001701,0.17520325,-0.11200104,-0.31935877,0.11667988,0.008641884,0.06724035,-0.16787733,0.0924202,-0.27856156,-0.0023642024,0.1325243,0.17078115,-0.10072199,0.24793187,0.1627013,-0.031222459,-0.35762554,0.20500219,0.12084031,0.1647761,-0.0840255,-0.19763194,0.12260637,0.057393096,0.014284516,-0.14108919,0.27700582,0.3628446,-0.08937536,0.005509208,0.38415292,0.15916727,0.18822557,0.036028683,-0.1735484,0.11595465,-0.14090459,-0.31072575,0.053829476,0.0030800481,0.20917195,-0.07933894,0.14993751,-0.117184624,0.02912264,0.12267383,0.091350906,0.27466235,-0.013360375,-0.036189478,-0.22978115,0.18733595,-0.08960684,0.00825488,-0.31216732,-0.057577178,-0.019047508
6,-0.082242705,-0.13092065,0.44819558,0.066265345,0.04686691,-0.32286322,0.3161848,0.25778148,0.22257446,-0.09703321,0.0018331374,0.33425683,-0.58480674,0.023785256,-0.04719265,0.15871336,0.09811345,0.21041764,0.00091752905,0.16973168,0.21739532,-0.25879082,-0.09658172,-0.1469677,-0.06469848,0.0006549936,-0.29773533,0.14183211,0.03625724,0.13214308,0.16298854,-0.16375832,0.073351935,-0.17383121,0.18445547,-0.18601988,0.053549074,0.07889351,0.27587253,-0.0425863,-0.0050312635,-0.1008654,-0.28981203,0.3027621,-0.11388663,-0.11170883,-0.014120559,0.006529873,-0.21242131,-0.09107178,0.36693934,0.10647016,-0.180318,0.12830478,-0.2251811,0.036594566,0.30679372,-0.10777448,0.28284955,-0.4137085,-0.008611109,0.13644403,0.078360766,0.0031092914,-0.12896791,0.066529326,-0.07632389,-0.15228641,-0.45875704,0.2699296,-0.19368337,-0.10304564,0.31678972,-0.13759033,0.118243515,-0.15870579,0.3221285,-0.04481271,0.24480557,-0.20988058,-0.28193697,0.08216638,0.3276053,-0.076646894,0.03551391,0.2783312,0.10255271,-0.33902195,-0.022254713,-0.06727271,0.008898103,-0.024233337,-0.2791894,-0.1663825,0.21835849,0.1010473,-0.04236231,0.041921966,0.26937708,0.14743946,-0.062836036,0.27717736,0.10694029,-0.013535196,0.3113879,-0.014380059,0.20919183,0.038097292,-0.15132172,-0.02261903,0.017320981,-0.067311585,0.11151423,-0.30194515,0.07829652,0.037100125,-0.2143759,0.24006726,0.1650469,0.15939724,0.2506657,0.075230114,-0.023120541,0.34721243,-0.07246956,-0.19558218,-0.002692937,-0.13113809
7,-0.092805594,0.25168946,0.13748233,-0.1930433,-0.036556616,0.25290245,0.23119552,-0.01409876,-0.08831127,-0.09535269,-0.1727196,-0.5242044,0.0865994,0.5056565,-0.06377971,0.02726689,-0.22053248,0.36926135,0.20073363,-0.02649423,0.40264022,0.22597398,-0.079423234,0.11379699,0.10158004,0.021441735,0.26098672,0.037898954,-0.08781509,0.015272185,0.27514428,0.33790448,0.12847374,0.056283396,-0.04215661,-0.0012177555,0.2917748,-0.02244547,0.22836226,0.07592444,0.110241845,-0.2858186,0.08033108,-0.09491042,-0.04640114,-0.66844475,0.18637742,0.0012678677,-0.13722952,0.2182512,-0.028121067,-0.2658188,-0.3340613,0.15316573,-0.3614904,0.13803656,0.18472445,-0.007700011,-0.007664731,-0.27037272,-0.17055507,0.008531729,0.1052858,-0.27052745,-0.049179405,-0.07620659,-0.4529143,-0.14544216,0.0153067885,0.23433712,-0.0629903,-0.04825705,-0.029792663,-0.13966247,-0.28524098,-0.002133625,0.06824679,-0.27086708,0.06464443,-0.38929304,0.22137018,0.20740806,-0.21726441,-0.074982576,-0.13692723,0.0037728474,-0.03561598,0.0028516445,-0.064975455,-0.29265466,-0.19008453,0.2347549,-0.16575806,0.3410896,-0.15904658,0.10635247,-0.16314669,0.24424589,0.07228868,-0.03920775,-0.28415164,0.4315372,0.16525717,-0.06196363,0.013399682,0.06749981,0.19409671,0.03877427,0.04048942,-0.13594893,0.3231607,0.012007699,-0.17571178,-0.061789725,-0.023040554,0.3018822,-0.35948533,0.08800299,-0.05798063,0.24639268,-0.047194764,-0.09720296,-0.053136382,-0.37410393,-0.13089974,0.03337083,-0.05525157,-0.22484072
8,-0.12048751,0.2566297,0.24920477,-0.27998304,-0.07652775,0.12531437,0.32570288,0.16156763,-0.080772884,0.049336754,0.0742208,-0.08940323,0.08850066,0.25527233,0.110380925,0.06636983,-0.2740076,0.36458105,0.34075877,-0.15522587,0.098851524,0.17926079,-0.10991455,0.07847624,0.24495895,0.28940287,0.2319589,-0.005345807,-0.03974245,-0.21888548,0.32225752,0.05472867,0.2991235,0.12345265,-0.25149515,0.047805753,0.2798684,0.08220878,0.04872203,0.016496468,-0.061875615,-0.10135584,0.13536757,0.026722364,-0.10296665,-0.40113962,0.32122523,-0.089804575,-0.12021481,0.22555302,-0.099524006,-0.25514823,-0.12308881,-0.26538205,-0.3168767,-0.06894946,0.2720883,0.0020499711,0.2717688,-0.25586078,0.025878113,0.12961824,0.24622563,-0.22981213,0.058610708,0.027193354,-0.15338048,-0.13020395,0.16214494,0.2512651,0.044795528,-0.079897314,-0.030830739,-0.26985392,-0.21472496,-0.002215441,0.24738316,-0.13726701,-0.30622536,-0.32295752,-0.061422013,0.31934184,-0.14377584,-0.27548724,-0.18858536,-0.07765326,-0.1770394,-0.26305592,-0.0008142381,-0.04611395,-0.06772771,0.19506653,-0.22881645,0.3354483,0.0902144,-0.046966236,0.03684746,0.36427575,0.23466359,0.017929772,-0.14837387,0.31482548,0.12401961,-0.034353804,0.04836883,0.20333888,0.08960288,0.019022068,0.15890259,0.17781854,0.17259116,0.073399425,0.22557789,-0.073060505,-0.14752574,0.5811956,-0.13511387,0.13309062,-0.049061496,0.10770497,0.324517,-0.37718776,-0.0022586694,-0.31685385,-0.2416141,0.10168072,0.07575655,-0.41131595
9,-0.11463725,0.16454592,0.19839762,-0.13836774,-0.153537,0.093671314,0.20366332,-0.04033926,-0.14248818,-0.013611669,-0.10077273,-0.12929523,0.09837334,0.21743245,-0.04224412,-0.019452741,-0.23773842,0.39966267,0.41892582,-0.16613726,0.24634461,0.3803018,-0.17565183,-0.007604223,0.23771743,-0.039724953,0.32094425,0.07545174,-0.09485675,-0.17936042,0.45149955,0.19848052,0.29516646,0.15485214,-0.22813836,-0.04126103,0.47635093,0.07523982,0.017003458,0.22661667,0.09511728,-0.20729505,0.0038089785,-0.2904404,-0.2497872,-0.4701401,0.3145489,0.06962409,-0.20202512,0.26303136,-0.0035446894,-0.4151226,0.008572715,-0.06413251,-0.23239957,0.23654927,0.102307916,0.046524093,0.24894534,-0.23981711,-0.050143395,0.12774183,-0.099149436,-0.096315056,-0.027766032,-0.07381413,-0.1796085,-0.14122243,0.27598903,0.24729452,-0.06578295,0.11024096,-0.019640518,-0.24371551,-0.39952815,0.118861,-0.011824049,-0.04161861,-0.19151118,-0.49045828,-0.07054009,0.34583312,-0.09057093,-0.21208064,-0.10545719,0.06346099,0.04299216,-0.07826138,-0.13560502,-0.029853335,0.02120735,0.27046272,-0.29341856,0.28502038,-0.048558727,0.07929458,0.025415355,0.25773093,-0.012631628,-0.09844814,-0.15783757,0.40656668,0.17389292,-0.16831388,0.19262141,0.24652655,-0.26171404,-0.106764056,0.03393061,0.15465102,0.10943021,0.36240786,-0.3571116,-0.13052489,0.14078665,0.5498636,-0.321444,0.2614498,-0.1868568,0.29656908,0.19212802,-0.33832696,0.109468676,-0.23500876,-0.061336488,0.029561745,-0.011752218,-0.24693285
